CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
29475,Female,Madison Pocock,TUROSS,NSW,New South Wales,2630,Australia,Australia,
29555,Male,Owen Edouard,GLEN MARTIN,NSW,New South Wales,2321,Australia,Australia,
29593,Male,Liam Nettleton,BAKARA,SA,South Australia,5354,Australia,Australia,
29647,Female,Jessica Maynard,BRENDA,NSW,New South Wales,2831,Australia,Australia,
29689,Female,Alexis Phillipps,BURWOOD HEIGHTS,NSW,New South Wales,2136,Australia,Australia,
29812,Male,Marcus Napier,ST KILDA ROAD CENTRAL,VIC,Victoria,3004,Australia,Australia,
29837,Female,Rebecca Jaques,MOUNT GEORGE,NSW,New South Wales,2424,Australia,Australia,
29973,Female,Lauren Langton,DUCKINWILLA,QLD,Queensland,4650,Australia,Australia,
30090,Male,George Farrer,PARK AVENUE,QLD,Queensland,4701,Australia,Australia,
30278,Female,Madeleine Kiddle,JACANA,VIC,Victoria,3047,Australia,Australia,
30428,Female,Sienna Conrick,EARLSTON,VIC,Victoria,3669,Australia,Australia,
31086,Female,Kate Snowden,WITTENOOM,WA,Western Australia,6751,Australia,Australia,
31164,Male,Hunter Boehm,BOWES,WA,Western Australia,6535,Australia,Australia,
31236,Female,Abby Warburton,THREE BRIDGES,VIC,Victoria,3797,Australia,Australia,
31288,Male,Adam Banning,CLAY WELLS,SA,South Australia,5280,Australia,Australia,
31374,Female,Ellie Griffin,ST AGNES,SA,South Australia,5097,Australia,Australia,
31721,Female,Alyssa Isaacs,GULFVIEW HEIGHTS,SA,South Australia,5096,Australia,Australia,
31784,Male,Zac Scherk,WAMBAN,NSW,New South Wales,2537,Australia,Australia,
32037,Male,Aaron Knopwood,LAKE MOKOAN,VIC,Victoria,3673,Australia,Australia,
32190,Female,Paige Lacey,DELAMERE,SA,South Australia,5204,Australia,Australia,
32259,Female,Ashley Dane?,SEVENHILL,SA,South Australia,5453,Australia,Australia,
32294,Male,Kai Nepean,RITE ISLAND,QLD,Queensland,4807,Australia,Australia,
32455,Female,Charlotte Crane,MOSQUITO CREEK,QLD,Queensland,4387,Australia,Australia,
32488,Male,Max Wylie,STAFFORD DC,QLD,Queensland,4053,Australia,Australia,
32511,Male,Jasper Glassop,Woodford,NSW,New South Wales,2463,Australia,Australia,
32538,Female,Eva Hazon,BOOMOODEERIE,NSW,New South Wales,2469,Australia,Australia,
32939,Female,Alica Sizer,WONGULLA,SA,South Australia,5238,Australia,Australia,
33036,Male,Tyler Galvin,BYNG,NSW,New South Wales,2798,Australia,Australia,
33205,Male,Andrew Hollway,CRYSTAL BROOK,QLD,Queensland,4800,Australia,Australia,
33444,Male,Brodie Thirkell,CLAYTON,VIC,Victoria,3168,Australia,Australia,
34081,Female,Imogen Permewan,FYANS CREEK,VIC,Victoria,3381,Australia,Australia,
34126,Female,Victoria Tasman,MENINGIE EAST,SA,South Australia,5264,Australia,Australia,
34143,Male,John Gowlland,WARRANWOOD,VIC,Victoria,3134,Australia,Australia,
34431,Male,Leo Badger,BEACONSFIELD,WA,Western Australia,6162,Australia,Australia,
34451,Male,Harry Edwin,GLADSTONE,NSW,New South Wales,2440,Australia,Australia,
34462,Male,Tyson Tishler,TALAROO,QLD,Queensland,4871,Australia,Australia,
34850,Female,Caitlin O'Loghlin,BLUE VALE,NSW,New South Wales,2380,Australia,Australia,
34915,Female,Kate Byles,MOUNT CRYSTAL,NSW,New South Wales,2665,Australia,Australia,
35257,Female,Ella Oxenham,FERNHILL,NSW,New South Wales,2519,Australia,Australia,
35479,Male,Jeremy Petre,COSSACK,WA,Western Australia,6720,Australia,Australia,
35703,Male,Rory Cotton,LUGARNO,NSW,New South Wales,2210,Australia,Australia,
35733,Female,Charlotte Shaw,WAROONA,WA,Western Australia,6215,Australia,Australia,
35795,Male,Riley Clegg,MOYARRA,VIC,Victoria,3951,Australia,Australia,
36112,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,
36336,Female,Anna Burston,DJARAWONG,QLD,Queensland,4854,Australia,Australia,
36418,Female,Jorja Whitlam,MOUNT DAVID,NSW,New South Wales,2795,Australia,Australia,
36507,Male,Joseph Paten,Golden Valley,TAS,Tasmania,7304,Australia,Australia,
36816,Male,Luke Lazenby,LONGWARRY NORTH,VIC,Victoria,3816,Australia,Australia,
36918,Male,Blake Mann,OWEN,SA,South Australia,5460,Australia,Australia,
37070,Female,Alyssa Hooker,WANGANUI,NSW,New South Wales,2482,Australia,Australia,
37251,Male,Leo Scerri,GHERANG,VIC,Victoria,3240,Australia,Australia,
37408,Male,Jaxon Rebell,TORRENS,ACT,Australian Capital Territory,2607,Australia,Australia,
37580,Female,Mariam Baylee,TOMAHAWK,TAS,Tasmania,7262,Australia,Australia,
37585,Female,Lauren Fink,YELTA,SA,South Australia,5558,Australia,Australia,
37802,Male,Luke Byron,SOUTH DUDLEY,VIC,Victoria,3995,Australia,Australia,
37991,Male,Cooper Gillison,CARWELL,NSW,New South Wales,2849,Australia,Australia,
38006,Male,Lachlan Postle,DYRAABA,NSW,New South Wales,2470,Australia,Australia,
38036,Female,Kiara Schaw,UPPER YARRAMAN,QLD,Queensland,4614,Australia,Australia,
38183,Male,Hunter Montagu,NEW ITALY,NSW,New South Wales,2472,Australia,Australia,
38195,Female,Sara Roe,PAYNEDALE,WA,Western Australia,6239,Australia,Australia,
38212,Female,Stella Cain,WOOROONOOK,VIC,Victoria,3525,Australia,Australia,
38558,Female,Audrey Bold,BOSTOBRICK,NSW,New South Wales,2453,Australia,Australia,
38613,Male,Hamish Mason,Tacoma,NSW,New South Wales,2259,Australia,Australia,
38865,Male,Christopher Edmund,WINDORAH,QLD,Queensland,4481,Australia,Australia,
38950,Female,Hannah Edmond,ARTHUR RIVER,TAS,Tasmania,7330,Australia,Australia,
39183,Male,Julian Gutteridge,KURMOND,NSW,New South Wales,2757,Australia,Australia,
39246,Male,Darcy Falconer,MANDALAY,QLD,Queensland,4802,Australia,Australia,
39268,Female,Madeleine Marx,KALLANGUR,QLD,Queensland,4503,Australia,Australia,
39314,Male,Leo Ligar,LIGHT PASS,SA,South Australia,5355,Australia,Australia,
39498,Female,Amy Curtain,SWANBROOK,NSW,New South Wales,2360,Australia,Australia,
39582,Male,Mason Therry,RISDON,TAS,Tasmania,7017,Australia,Australia,
39592,Female,Alicia Muntz,SOUTH SPRINGFIELD,TAS,Tasmania,7260,Australia,Australia,
39894,Female,Samantha Begg,JUNEE,NSW,New South Wales,2663,Australia,Australia,
39927,Male,Bailey Barnet,SORELL,TAS,Tasmania,7172,Australia,Australia,
39996,Male,Harry Dawes,BENDOURA,NSW,New South Wales,2622,Australia,Australia,
40052,Female,Isabel Dettmann,WAVERTON,NSW,New South Wales,2060,Australia,Australia,
40221,Male,Jonathan Hammond,PARA HILLS WEST,SA,South Australia,5096,Australia,Australia,
40327,Female,Madeleine Laing,PIALLIGO,ACT,Australian Capital Territory,2609,Australia,Australia,
40363,Female,Alyssa Henslowe,DOUBLE BAY,NSW,New South Wales,2028,Australia,Australia,
40443,Female,Amber Normanby,CARSS PARK,NSW,New South Wales,2221,Australia,Australia,
40649,Male,Kai De Vis,KANGIARA,NSW,New South Wales,2582,Australia,Australia,
40662,Male,Oliver Michie,MOUNT HICKS,TAS,Tasmania,7325,Australia,Australia,
40669,Male,Cody Wheare,MARTINS CREEK,NSW,New South Wales,2420,Australia,Australia,
40741,Male,Leo Bussau,HARLAXTON,QLD,Queensland,4350,Australia,Australia,
41281,Male,Lincoln D'Albertis,FITZGERALDS MOUNT,NSW,New South Wales,2799,Australia,Australia,
41386,Female,Stephanie Grant,SEAL BAY,SA,South Australia,5223,Australia,Australia,
41570,Male,Rory Brough,East Point,NT,Northern Territory,820,Australia,Australia,
41674,Male,Jonathan Hodges,NORTH LAKE GRACE,WA,Western Australia,6353,Australia,Australia,
41707,Male,Joseph Wheeler,YALLAH,NSW,New South Wales,2530,Australia,Australia,
41892,Female,Madeline Eales,DARGAN,NSW,New South Wales,2786,Australia,Australia,
42134,Male,Benjamin Ethel,EAST YUNA,WA,Western Australia,6532,Australia,Australia,
42177,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,
42364,Female,Layla Silas,MARLO MERRICAN,NSW,New South Wales,2446,Australia,Australia,
42408,Male,Noah Hinchcliffe,THE PALMS,QLD,Queensland,4570,Australia,Australia,
42474,Male,Alexander Leane,NUBBA,NSW,New South Wales,2587,Australia,Australia,
42603,Female,Amy Sawyer,CUSHNIE,QLD,Queensland,4608,Australia,Australia,
42840,Female,Savannah Lansell,XANTIPPE,WA,Western Australia,6609,Australia,Australia,
42956,Male,Ben Raff,BARA,NSW,New South Wales,2850,Australia,Australia,
43784,Male,Jeremy Iliffe,SNOWTOWN,SA,South Australia,5520,Australia,Australia,
43798,Female,Rachel Welch,AMAMOOR,QLD,Queensland,4570,Australia,Australia,
43840,Female,Rose Vlamingh,OATLANDS,TAS,Tasmania,7120,Australia,Australia,
44080,Female,Rachel Baldwin,Brighton,VIC,Victoria,3186,Australia,Australia,
44195,Male,Brayden Topp,LOWER MANGROVE,NSW,New South Wales,2250,Australia,Australia,
44207,Female,Stella Sternberg,KESWICK TERMINAL,SA,South Australia,5035,Australia,Australia,
44301,Female,Annabelle Feetham,DUNNROCK,QLD,Queensland,4740,Australia,Australia,
44493,Female,Jorja Colechin,JACKEYS MARSH,TAS,Tasmania,7304,Australia,Australia,
44496,Male,Spencer Beach,MOUNT JOY,SA,South Australia,5670,Australia,Australia,
44728,Female,Abbey Remington,DIGGORA,VIC,Victoria,3561,Australia,Australia,
44906,Male,Tyson Backhouse,MOUNT GAMBIER,SA,South Australia,5291,Australia,Australia,
45169,Female,Victoria Ness,GLENROY,QLD,Queensland,4702,Australia,Australia,
45172,Female,Audrey Crooke,SCOPUS,TAS,Tasmania,7330,Australia,Australia,
45250,Male,Darcy Fryer,SACKVILLE,NSW,New South Wales,2756,Australia,Australia,
45436,Female,Maya McIlveen,MILLFIELD,NSW,New South Wales,2325,Australia,Australia,
45522,Male,Alexander Fenston,TIMBILLICA,NSW,New South Wales,2551,Australia,Australia,
45781,Male,Bailey Coxen,PONTVILLE,TAS,Tasmania,7030,Australia,Australia,
45814,Male,Declan Richard,SPRING HILL,NSW,New South Wales,2800,Australia,Australia,
